idx,stem,human_label,y_bad,defects_raw,p_bad,threshold,pool_size,err_type,dim_stiff,dim_fidelity,dim_jerky,dim_physics,dim_limbs_frozen,dim_impossible_obj,dim_temporal_consist,dim_motion_discont,dim_size_change,dim_frame_jump,def_impossible_obj,def_size_change,def_frame_jump,def_physics,def_fidelity
271,63d7c9061db9b8baec0bce737fc8215a,good,0,,0.0771,0.1481,600,,0.0004,0.0428,0.1604,0.1226,0.0019,0.0,0.0428,0.0477,0.0012,0.0953,0,0,0,0,0
272,97f806f68b0fc97d9b1b44532229a432,good,0,,0.0088,0.1481,600,,0.0025,0.0741,0.3529,0.1888,0.023,0.0001,0.0741,0.1114,0.0002,0.2227,0,0,0,0,0
273,85edd2f318416e916a9c83408b58fb2b,good,0,,0.0053,0.1481,600,,0.0007,0.1229,0.3396,0.2501,0.0052,0.0001,0.1229,0.1225,0.0025,0.2451,0,0,0,0,0
274,7be9df921ff69e52ab55f16c55c11f35,good,0,,0.0192,0.1481,600,,0.0004,0.1052,0.25,0.2658,0.0373,0.0004,0.1052,0.0338,0.0002,0.0675,0,0,0,0,0
275,e01ac345be20c684a5b8017099e03b9a,good,0,,0.0895,0.1481,600,误杀FP,0.0019,0.1014,0.3112,0.1114,0.0601,0.0,0.1014,0.0823,0.0006,0.1645,0,0,0,0,0
276,0c1396581da6e01893396edddba11521,good,0,,0.1442,0.1481,600,误杀FP,0.0373,0.0549,0.2344,0.0666,0.0759,0.0002,0.0549,0.0912,0.0003,0.1824,0,0,0,0,0
277,9ddd44a7e790d71150c03977b48890a6,good,0,,0.1076,0.1481,600,,0.0001,0.0744,0.2656,0.1474,0.0009,0.0006,0.0744,0.1345,0.0,0.2689,0,0,0,0,0
278,8f8c40690a7dab6a64718804ff7197d7,good,0,,0.0049,0.1481,600,,0.0006,0.0672,0.1888,0.1743,0.0025,0.0,0.0672,0.0426,0.0002,0.0851,0,0,0,0,0
279,5ca68c0336eb491e1d79c6ae9e9041fd,good,0,,0.0157,0.1481,600,,0.0001,0.1471,0.3112,0.2344,0.0015,0.0,0.1471,0.0665,0.0001,0.133,0,0,0,0,0
280,8d9742bda0e8707be805fa83046e347f,good,0,,0.0438,0.1481,600,,0.0019,0.0503,0.2189,0.1345,0.018,0.0001,0.0503,0.074,0.0019,0.148,0,0,0,0,0
281,b013fad08f65c5faf33817411218f596,good,0,,0.0238,0.1481,600,,0.0067,0.0669,0.3396,0.2037,0.0141,0.0,0.0669,0.1009,0.0003,0.2018,0,0,0,0,0
282,849dee8901beaada1f2e6e8503ea4921,good,0,,0.0267,0.1481,600,,0.0015,0.1471,0.3655,0.1889,0.0373,0.0003,0.1471,0.0912,0.0001,0.1824,0,0,0,0,0
283,43623f4ab2e5908217775c01ad23a7dd,good,0,,0.0,0.1481,600,误杀FP,0.0601,0.0666,0.3529,0.0596,0.5,0.0,0.0666,0.0665,0.0001,0.133,0,0,0,0,0
284,186f109b-0d05-4eef-be46-670bffba60b1,good,0,,0.0356,0.1481,600,,0.0001,0.1226,0.2963,0.2037,0.0019,0.0,0.1226,0.0533,0.0,0.1067,0,0,0,0,0
285,e60d12e7ee3af15bccc54b212ddc16e9,good,0,,0.0195,0.1481,600,,0.0293,0.1229,0.2811,0.1471,0.0601,0.0001,0.1229,0.0912,0.0009,0.1824,0,0,0,0,0
286,318682d6113051d4d9496741244ecb9a,good,0,,0.1581,0.1481,600,误杀FP,0.0019,0.0828,0.2963,0.1009,0.0141,0.0,0.0828,0.074,0.0002,0.148,0,0,0,0,0
287,b3ed86c0e2ee49a4ad3c991f320c691d,good,0,,0.0022,0.1481,600,,0.0,0.1114,0.2037,0.1114,0.0004,0.0,0.1114,0.0596,0.0,0.1192,0,0,0,0,0
288,ca2209f162a31a6f60843bd102ee6780,good,0,,0.0209,0.1481,600,,0.0052,0.043,0.2037,0.1346,0.148,0.0003,0.043,0.0379,0.0019,0.0759,0,0,0,0,0
289,c401c6c32ad21fc09841df480f671275,good,0,,0.0856,0.1481,600,误杀FP,0.0001,0.0381,0.3112,0.0823,0.0086,0.0,0.0381,0.074,0.0001,0.148,0,0,0,0,0
290,2e6dfe701affe68739156397a9d86b92,good,0,,0.0434,0.1481,600,,0.148,0.0549,0.2502,0.1009,0.2227,0.0001,0.0549,0.0428,0.0019,0.0851,0,0,0,0,0
291,15007304627397acda9bb9e6f57f83db,good,0,,0.0409,0.1481,600,误杀FP,0.0004,0.2152,0.2344,0.2044,0.011,0.0015,0.2152,0.0912,0.5622,0.1824,0,0,0,0,0
292,824566a106ade98ef8880a72577968dd,good,0,,0.089,0.1481,600,,0.0001,0.0597,0.3257,0.1472,0.0067,0.0002,0.0597,0.0823,0.0003,0.1645,0,0,0,0,0
293,ee7a65cecdcaa5d110133ed3927b27cc,good,0,,0.0195,0.1481,600,误杀FP,0.0006,0.1233,0.3112,0.8783,0.0373,0.9047,0.1233,0.074,0.0012,0.148,0,0,0,0,0
294,70e4cd1848f739626a898306493d593d,good,0,,0.002,0.1481,600,,0.0052,0.0914,0.2189,0.2711,0.0373,0.011,0.0914,0.0823,0.0293,0.1645,0,0,0,0,0
295,dd86e666a2b12379071ed37dd8e8f498,good,0,,0.0026,0.1481,600,,0.0759,0.0832,0.3902,0.1759,0.1824,0.0032,0.0832,0.1129,0.0141,0.2227,0,0,0,0,0
296,f480fe98f54545f0722a848cc05f8191,good,0,,0.0991,0.1481,600,误杀FP,0.0001,0.0187,0.1888,0.0596,0.0067,0.0,0.0187,0.0534,0.0003,0.1067,0,0,0,0,0
297,696845717e1387a1376c6363f0147077,good,0,,0.0105,0.1481,600,,0.0004,0.0823,0.1888,0.1744,0.0052,0.0002,0.0823,0.0478,0.0009,0.0953,0,0,0,0,0
298,dfcbcc828e6b4964fd3e99874f30cd6a,good,0,,0.1164,0.1481,600,误杀FP,0.0007,0.0477,0.25,0.0823,0.0052,0.0,0.0477,0.0912,0.0001,0.1824,0,0,0,0,0
299,cbe6f74f874d6cc45a94a50edd7791d5,good,0,,0.0239,0.1481,600,,0.0007,0.0914,0.25,0.1744,0.0373,0.0002,0.0914,0.0477,0.0041,0.0953,0,0,0,0,0
300,4b16c19596016e5987237e37125e6603,good,0,,0.0,0.1481,600,,0.0002,0.1471,0.2656,0.1471,0.0086,0.0,0.1471,0.0477,0.0003,0.0953,0,0,0,0,0
301,2ea08a78b34a26736f8670393a0b2cec,good,0,,0.0149,0.1481,600,,0.018,0.038,0.2963,0.0477,0.4378,0.0,0.038,0.0379,0.0002,0.0759,0,0,0,0,0
302,b932a76de4dabce0018e9610bb72673d,good,0,,0.0484,0.1481,600,,0.0001,0.0913,0.2344,0.0665,0.011,0.0,0.0913,0.0665,0.0,0.133,0,0,0,0,0
303,39478d945c54e4f75e25ae44e7e71e89,good,0,,0.0277,0.1481,600,,0.0025,0.0441,0.25,0.1345,0.0601,0.0,0.0441,0.0426,0.0002,0.0851,0,0,0,0,0
304,0f32ab5469e70cd67e9c348f07d52f97,good,0,,0.0063,0.1481,600,,0.0,0.1118,0.2344,0.219,0.0025,0.0001,0.1118,0.0379,0.0,0.0759,0,0,0,0,0
305,854f4ac58d8396e9cf4e5253ee7ce9c6,good,0,,0.0197,0.1481,600,,0.0041,0.0893,0.25,0.1605,0.0141,0.0001,0.0893,0.0477,0.0052,0.0953,0,0,0,0,0
306,14e73c50d85c1a6d4792489c665b1da0,good,0,,0.0248,0.1481,600,,0.0015,0.0381,0.3655,0.1345,0.0759,0.0,0.0381,0.0211,0.0004,0.0421,0,0,0,0,0
307,0a4641b5f2c0fc1ca058e0681e7afc97,good,0,,0.0564,0.1481,600,,0.0041,0.1607,0.2344,0.25,0.018,0.0001,0.1607,0.0741,0.0002,0.148,0,0,0,0,0
308,1d5541b95311790b8fefe6a5d4d99505,good,0,,0.0003,0.1481,600,,0.0067,0.0468,0.1604,0.0338,0.0601,0.0,0.0468,0.074,0.0002,0.148,0,0,0,0,0
309,237fc6af233063f1c68547569e05a682,good,0,,0.0123,0.1481,600,,0.0004,0.0477,0.25,0.1114,0.0067,0.0001,0.0477,0.0665,0.0003,0.133,0,0,0,0,0
310,e3be62ea07068e73edbc481f4f261190,good,0,,0.0,0.1481,600,,0.0009,0.2512,0.2037,0.14,0.018,0.011,0.2512,0.1009,0.0015,0.2018,0,0,0,0,0
311,968876dd3fc851948fc0e91c9726296a,good,0,,0.0441,0.1481,600,误杀FP,0.0,0.0912,0.1888,0.2376,0.0015,0.0373,0.0912,0.0533,0.6792,0.1067,0,0,0,0,0
312,f31aac4dcd00601907619f790fb92b49,good,0,,0.0517,0.1481,600,,0.0032,0.0826,0.3257,0.0912,0.0141,0.0,0.0826,0.0596,0.0001,0.1192,0,0,0,0,0
313,1595f5cf06d123a865131ae6acb7f869,good,0,,0.0,0.1481,600,,0.011,0.0371,0.1471,0.0915,0.1192,0.0006,0.0371,0.0211,0.0009,0.0421,0,0,0,0,0
314,8434cc98a515ac97027399a1c05e585f,good,0,,0.0235,0.1481,600,,0.0601,0.0755,0.2964,0.1345,0.1192,0.0001,0.0755,0.0338,0.0015,0.0675,0,0,0,0,0
315,f771c63c66c5e6d9c446e6b2937b0470,good,0,,0.0129,0.1481,600,,0.0086,0.1914,0.3397,0.2989,0.0474,0.0052,0.1914,0.0665,0.0006,0.133,0,0,0,0,0
316,f12e65577ed1f4bb491f6b214457ce38,good,0,,0.0122,0.1481,600,,0.0001,0.2037,0.1888,0.2811,0.0041,0.0001,0.2037,0.0912,0.0041,0.1824,0,0,0,0,0
317,0ecd8de9d3fcda488d338c9ab2287bc5,good,0,,0.0283,0.1481,600,,0.0009,0.0597,0.2189,0.2346,0.0052,0.0003,0.0597,0.0338,0.0373,0.0675,0,0,0,0,0
318,45364631a33416f185cf7f0cbb36f651,good,0,,0.0,0.1481,600,,0.0002,0.0596,0.1888,0.1009,0.0052,0.0,0.0596,0.1009,0.0067,0.2018,0,0,0,0,0
319,db91155ee318681c1a0f107111761824,good,0,,0.0,0.1481,600,,0.0003,0.0426,0.2189,0.0534,0.0019,0.0002,0.0426,0.0338,0.0012,0.0675,0,0,0,0,0
320,b2476d36236b2ae342d18aea24a1edf0,good,0,,0.0107,0.1481,600,,0.0004,0.0824,0.2037,0.1743,0.0067,0.0,0.0824,0.074,0.0004,0.148,0,0,0,0,0
321,ce3bf093a60bfa14acffa8501499a169,good,0,,0.0,0.1481,600,,0.011,0.1605,0.3113,0.0913,0.148,0.0003,0.1605,0.1114,0.0052,0.2227,0,0,0,0,0
322,6c26cf2656d41b21ef6a480a59f28a57,good,0,,0.0142,0.1481,600,,0.0025,0.0648,0.2189,0.1744,0.018,0.0002,0.0648,0.0823,0.0052,0.1645,0,0,0,0,0
323,0114987335fc56310f7a8213abd5e54d,good,0,,0.0116,0.1481,600,,0.0,0.0596,0.2811,0.219,0.0086,0.0001,0.0596,0.0379,0.0,0.0759,0,0,0,0,0
324,5af9ea41bc2b181ae2f7b411c60d6140,good,0,,0.0072,0.1481,600,,0.0,0.1745,0.3257,0.1888,0.011,0.0,0.1745,0.0665,0.0,0.133,0,0,0,0,0
325,75a64281109f0444a8f1f9f5933c8287,good,0,,0.1815,0.1481,600,误杀FP,0.0009,0.0478,0.1888,0.0477,0.018,0.0,0.0478,0.0912,0.0015,0.1824,0,0,0,0,0
326,266f7ea437b4aef39a2c98baba8941b0,good,0,,0.2356,0.1481,600,误杀FP,0.0041,0.0547,0.2037,0.0426,0.0759,0.0,0.0547,0.0338,0.0006,0.0675,0,0,0,0,0
327,415beadc43ae9c2597b6384ed21af457,good,0,,0.0484,0.1481,600,误杀FP,0.0001,0.1487,0.25,0.3312,0.0067,0.011,0.1487,0.1471,0.5,0.2942,0,0,0,0,0
328,db7aec61970fc88c15ff5bb7bf04a3ac,bad,1,物理规律,0.0154,0.1481,600,漏检FN,0.0293,0.0438,0.2964,0.0912,0.0601,0.0,0.0438,0.0301,0.0019,0.0601,0,0,0,1,0
329,2ea0942de4769187ccb7bdc68179b80b,good,0,,0.0211,0.1481,600,,0.0067,0.13,0.2346,0.1345,0.023,0.0,0.13,0.0339,0.0019,0.0675,0,0,0,0,0
330,4c77fc670f2bb4d2fa604741ff5c6d18,good,0,,0.0197,0.1481,600,,0.0025,0.0823,0.3529,0.1888,0.0759,0.0,0.0823,0.074,0.0002,0.148,0,0,0,0,0
331,b4d2faba43bb662d22b0e566bd8cbb04,good,0,,0.0212,0.1481,600,,0.0012,0.1472,0.4088,0.2037,0.018,0.0,0.1472,0.0823,0.0,0.1645,0,0,0,0,0
332,285a3f260c17add58873ee9c9ea09926,good,0,,0.0287,0.1481,600,,0.0002,0.0916,0.3775,0.25,0.0067,0.0,0.0916,0.1345,0.0001,0.2689,0,0,0,0,0
333,955ff5f8784cb972f46dd18812824378,good,0,,0.0444,0.1481,600,,0.0015,0.0538,0.3396,0.1009,0.023,0.0001,0.0538,0.0912,0.0003,0.1824,0,0,0,0,0
334,76948bbb6b3706279ce4223fd0625713,good,0,,0.0008,0.1481,600,,0.0,0.0477,0.3257,0.1009,0.0067,0.0,0.0477,0.0533,0.0,0.1067,0,0,0,0,0
335,873e8452d96d9a83d9fae3861f4538e4,good,0,,0.1204,0.1481,600,,0.0025,0.0741,0.2963,0.1889,0.018,0.0003,0.0741,0.0665,0.0003,0.133,0,0,0,0,0
336,b488afc753a9bf5c2c70040f83283c99,good,0,,0.0174,0.1481,600,,0.011,0.1352,0.3398,0.1226,0.023,0.0,0.1352,0.0302,0.0004,0.0601,0,0,0,0,0
337,15ff03f7ed8b2712d55cbdd71ef04c9d,good,0,,0.0563,0.1481,600,,0.0,0.0823,0.2963,0.2189,0.0032,0.0,0.0823,0.1009,0.0,0.2018,0,0,0,0,0
338,954415f767c8c00ef5f8507762c89a44,good,0,,0.0106,0.1481,600,,0.0067,0.0667,0.3257,0.1114,0.0141,0.0,0.0667,0.0426,0.0001,0.0851,0,0,0,0,0
339,ad9691e90101592c81db765756a2b8aa,good,0,,0.0752,0.1481,600,,0.0025,0.1645,0.2811,0.1744,0.0293,0.0001,0.1645,0.1009,0.0019,0.2018,0,0,0,0,0
340,568cdfbd2ebdeb0c6ca1e4db0a9c97a9,good,0,,0.0,0.1481,600,,0.0003,0.0428,0.2964,0.1471,0.0474,0.0001,0.0428,0.074,0.0,0.148,0,0,0,0,0
341,7dee48ce83fe8dd3443d27e618fbef8b,good,0,,0.0217,0.1481,600,,0.0474,0.2304,0.34,0.2555,0.148,0.011,0.2304,0.123,0.0086,0.2451,0,0,0,0,0
342,a5eaf4006cd5a80c3445a5bf83bf2d4c,good,0,,0.0,0.1481,600,,0.0474,0.189,0.3887,0.3402,0.3208,0.0012,0.189,0.1009,0.0003,0.2018,0,0,0,0,0
343,fb4915c1f76a6d5ac4746b0421f5165f,good,0,,0.0269,0.1481,600,,0.0004,0.0287,0.1345,0.0338,0.0067,0.0,0.0287,0.0237,0.0003,0.0474,0,0,0,0,0
344,c938ed8bf3fffa338c72747dd7d45af1,good,0,,0.0,0.1481,600,,0.0002,0.1114,0.2656,0.2038,0.0052,0.0003,0.1114,0.0426,0.0009,0.0851,0,0,0,0,0
345,550833116482137309b5a257b446156c,good,0,,0.036,0.1481,600,,0.0003,0.0596,0.2963,0.1743,0.018,0.0,0.0596,0.1009,0.0,0.2018,0,0,0,0,0
346,eff6861d0727c373e99bc2021547262d,good,0,,0.007,0.1481,600,,0.0006,0.1345,0.1743,0.1226,0.0009,0.0001,0.1345,0.0596,0.0004,0.1192,0,0,0,0,0
347,cd2d2a365d9e759cd5069c90f54e7da8,good,0,,0.0,0.1481,600,,0.0,0.0187,0.2811,0.1888,0.0015,0.0001,0.0187,0.0665,0.0001,0.133,0,0,0,0,0
348,b1e4de27affee2ee4e512cdcabe4d0c0,good,0,,0.0945,0.1481,600,误杀FP,0.0009,0.0535,0.2344,0.0823,0.0141,0.0,0.0535,0.074,0.0025,0.148,0,0,0,0,0
349,00f03abc8aba983c05024537ac23c04c,good,0,,0.0199,0.1481,600,,0.0003,0.0597,0.25,0.1345,0.023,0.0,0.0597,0.0477,0.0003,0.0953,0,0,0,0,0
350,4a9514578009d4c728673df7faa54a2e,good,0,,0.0,0.1481,600,,0.0,0.0823,0.1888,0.1604,0.0041,0.0,0.0823,0.0477,0.0,0.0953,0,0,0,0,0
351,1686c5412d1972fe05786dc41923ade2,good,0,,0.1086,0.1481,600,,0.0052,0.0383,0.1604,0.038,0.1824,0.0002,0.0383,0.0534,0.0004,0.1067,0,0,0,0,0
352,532d4457b49b6db5b32be84e0db6a78d,good,0,,0.0295,0.1481,600,,0.0,0.0477,0.3655,0.1345,0.018,0.0001,0.0477,0.0665,0.0001,0.133,0,0,0,0,0
353,3267c59dad1faf853c4e903fe43be3bd,good,0,,0.0305,0.1481,600,,0.0041,0.1905,0.2344,0.25,0.0293,0.0,0.1905,0.1009,0.0141,0.2018,0,0,0,0,0
354,be2b0ed27da5b596ed18169dfb93b726,good,0,,0.0223,0.1481,600,,0.0293,0.0381,0.2656,0.1226,0.0474,0.0002,0.0381,0.074,0.0032,0.148,0,0,0,0,0
355,466e44e445cd731c0856ce400581c225,good,0,,0.0622,0.1481,600,,0.0003,0.0277,0.2037,0.0741,0.0067,0.0001,0.0277,0.0267,0.0012,0.0534,0,0,0,0,0
356,2afd4b5a81b031ec8b8a37271db88d0d,good,0,,0.0123,0.1481,600,,0.0,0.0823,0.1888,0.1471,0.0004,0.0,0.0823,0.0338,0.0001,0.0675,0,0,0,0,0
357,09294fdf484abcd32368c0c788c634e4,good,0,,0.0247,0.1481,600,,0.0086,0.0616,0.2657,0.1612,0.0293,0.0015,0.0616,0.0824,0.0025,0.1645,0,0,0,0,0
358,32130d7852cc67d5490b876c75106528,good,0,,0.0033,0.1481,600,,0.0002,0.19,0.3396,0.2997,0.0025,0.0067,0.19,0.1604,0.0015,0.3208,0,0,0,0,0
359,b01693c23a85d17069228ab50f30f39a,good,0,,0.0626,0.1481,600,,0.0009,0.0598,0.2037,0.0823,0.0474,0.0001,0.0598,0.0426,0.0019,0.0851,0,0,0,0,0
360,f4eb9867ee02614b02136fa852731239,good,0,,0.0171,0.1481,600,,0.0015,0.1371,0.2344,0.2037,0.011,0.0001,0.1371,0.0426,0.0025,0.0851,0,0,0,0,0
361,d295f23f9050323e4b8d4066230cf011,good,0,,0.0147,0.1481,600,,0.0003,0.083,0.2656,0.219,0.0041,0.0002,0.083,0.0665,0.0019,0.133,0,0,0,0,0
362,7cbe2d57f6c682798c29e0e7578fd756,good,0,,0.0324,0.1481,600,,0.0,0.1888,0.3257,0.2189,0.0015,0.0,0.1888,0.1009,0.0001,0.2018,0,0,0,0,0
363,6f1864d359eac060faf20c5b4099000f,good,0,,0.0129,0.1481,600,,0.011,0.0337,0.1009,0.1472,0.0293,0.0001,0.0337,0.0379,0.0052,0.0759,0,0,0,0,0
364,e82228c6a13a849aea214e17fb1e68aa,good,0,,0.0,0.1481,600,,0.0086,0.0364,0.2811,0.0824,0.0373,0.0003,0.0364,0.0477,0.0293,0.0953,0,0,0,0,0
365,7e0dfa1d749c99373e82a96e1bde617c,good,0,,0.0106,0.1481,600,,0.0002,0.0426,0.2037,0.0596,0.0019,0.0001,0.0426,0.0237,0.0001,0.0474,0,0,0,0,0
366,2a8b57a1fb3de11b474c0bd8edb7cc84,bad,1,,0.1481,0.1481,600,,0.0,0.0596,0.2189,0.1114,0.0006,0.0,0.0596,0.0477,0.0003,0.0953,0,0,0,0,0
367,842a630a25a5ab5fe8dbdb2b75a002d4,good,0,,0.0,0.1481,600,,0.0001,0.074,0.2656,0.3402,0.0004,0.0012,0.074,0.0912,0.0001,0.1824,0,0,0,0,0
368,103a8376251582ee8ccce12b44b13632,good,0,,0.0,0.1481,600,,0.0004,0.0301,0.2189,0.0912,0.0052,0.0,0.0301,0.0211,0.0001,0.0421,0,0,0,0,0
369,8df93da701b8e1cbaca58003437b6065,good,0,,0.0699,0.1481,600,误杀FP,0.0015,0.0478,0.1888,0.0741,0.018,0.0001,0.0478,0.074,0.0001,0.148,0,0,0,0,0
370,91085ae65d7270c812a5e59660cacb0d,good,0,,0.002,0.1481,600,,0.0019,0.1226,0.2656,0.2414,0.011,0.0141,0.1226,0.1114,0.0015,0.2227,0,0,0,0,0
371,64a9eddff11af2b21a852e2d0836a97f,good,0,,0.002,0.1481,600,,0.0002,0.162,0.2344,0.25,0.0025,0.0001,0.162,0.0596,0.0007,0.1192,0,0,0,0,0
372,b599dba80e97eb50b61e95dcb6fe3d0d,good,0,,0.0624,0.1481,600,,0.018,0.1011,0.2344,0.251,0.0474,0.0019,0.1011,0.1604,0.0003,0.3208,0,0,0,0,0
373,791a0d70-d220-45a6-af70-dc20140cdd72,good,0,,0.0201,0.1481,600,,0.0002,0.0783,0.1743,0.2345,0.0019,0.0002,0.0783,0.0823,0.0015,0.1645,0,0,0,0,0
374,4462be5cb2b006955b05e1fddb98a9d0,good,0,,0.0335,0.1481,600,,0.0001,0.0912,0.0823,0.3258,0.0,0.0002,0.0912,0.1471,0.0086,0.2942,0,0,0,0,0
375,02c7cad1349657156d509ffb307f3a6a,good,0,,0.1488,0.1481,600,误杀FP,0.0003,0.0596,0.25,0.1009,0.0007,0.0,0.0596,0.074,0.0,0.148,0,0,0,0,0
376,b94f500e734cb021b6b3fc9e47aa43f8,good,0,,0.0,0.1481,600,,0.0032,0.038,0.3655,0.1888,0.0953,0.0,0.038,0.0823,0.0004,0.1645,0,0,0,0,0
377,7817711d141521f3ea0ce48be45a83ec,good,0,,0.0,0.1481,600,,0.0015,0.1227,0.3529,0.1345,0.0601,0.0,0.1227,0.0741,0.0,0.148,0,0,0,0,0
378,9164d78d0b5e5be8576ccb4ef1d3fb3c,good,0,,0.0504,0.1481,600,,0.0009,0.1228,0.3396,0.2502,0.0086,0.0003,0.1228,0.1114,0.0001,0.2227,0,0,0,0,0
379,764a4f8b64baf7f53fd380968eaba2cb,good,0,,0.038,0.1481,600,,0.0004,0.0824,0.3529,0.1471,0.0474,0.0,0.0824,0.0912,0.0,0.1824,0,0,0,0,0
380,1d2c882f9e3037babff931eaf07dc2e0,good,0,,0.0354,0.1481,600,,0.0003,0.0629,0.2189,0.0534,0.0067,0.0,0.0629,0.0477,0.0,0.0953,0,0,0,0,0
381,23910039fae19c3fb85b818abd8f1496,good,0,,0.0199,0.1481,600,,0.023,0.0279,0.1226,0.1227,0.1192,0.0003,0.0279,0.0597,0.0009,0.1192,0,0,0,0,0
382,ac7b7935878fc763902f212a3f3fdbd6,good,0,,0.0,0.1481,600,,0.0001,0.101,0.3887,0.2811,0.0032,0.0,0.101,0.0665,0.0,0.133,0,0,0,0,0
383,fba5af597f8fb85d9c18c9a2ae3df9dc,good,0,,0.0266,0.1481,600,,0.0293,0.0823,0.3112,0.2346,0.0373,0.0003,0.0823,0.0823,0.0003,0.1645,0,0,0,0,0
384,082f686060e105821e2ab43cfe3725cc,good,0,,0.0836,0.1481,600,,0.0004,0.0534,0.219,0.0741,0.011,0.0001,0.0534,0.0426,0.0015,0.0851,0,0,0,0,0
385,7901e9304e9bc4a24265f704b672e691,good,0,,0.0366,0.1481,600,,0.0019,0.1116,0.2963,0.1744,0.023,0.0002,0.1116,0.0665,0.0041,0.133,0,0,0,0,0
386,d7ec6a2cfd0eff742835cf69a17bff9e,good,0,,0.0176,0.1481,600,,0.0001,0.1471,0.2963,0.3048,0.0067,0.0474,0.1471,0.074,0.0001,0.148,0,0,0,0,0
387,55cb095ae5aa36b36e38aeecd633499f,good,0,,0.0047,0.1481,600,,0.0007,0.1027,0.2344,0.1888,0.0293,0.0,0.1027,0.0534,0.0009,0.1067,0,0,0,0,0
388,780d79656a55bdd38a13db9f87b4107d,good,0,,0.0,0.1481,600,,0.0001,0.1479,0.2189,0.1604,0.0015,0.0,0.1479,0.0533,0.0009,0.1067,0,0,0,0,0
389,d4197045a3ded3f8e719aa834b42f99f,good,0,,0.1446,0.1481,600,误杀FP,0.023,0.051,0.3113,0.1114,0.0086,0.0001,0.051,0.0534,0.018,0.1067,0,0,0,0,0
390,733f4a93041230063d03912e31ebe037,good,0,,0.0161,0.1481,600,,0.0009,0.1471,0.3112,0.1345,0.0086,0.0001,0.1471,0.0665,0.0001,0.133,0,0,0,0,0
391,c546c6fbd7e63c202034495912a4de62,good,0,,0.0,0.1481,600,,0.0002,0.1226,0.2963,0.1471,0.0052,0.0,0.1226,0.0426,0.0,0.0851,0,0,0,0,0
392,b35507ed7ea4d235047f15a50aef769b,good,0,,0.0,0.1481,600,,0.0,0.083,0.1604,0.1888,0.0041,0.0001,0.083,0.0379,0.0003,0.0759,0,0,0,0,0
393,decb0e66893487e23f6ad5cd979299e6,good,0,,0.0,0.1481,600,,0.0015,0.0668,0.2964,0.1114,0.0474,0.0001,0.0668,0.0211,0.0001,0.0421,0,0,0,0,0
394,03c2cf0db1a890cb9e1f56f11317afc1,good,0,,0.0044,0.1481,600,误杀FP,0.0002,0.0534,0.2189,0.8079,0.0041,0.9933,0.0534,0.1225,0.0012,0.2451,0,0,0,0,0
395,35397145414b39594d2c0915769e2bfe,good,0,,0.0,0.1481,600,,0.011,0.1744,0.3396,0.1888,0.0293,0.0,0.1744,0.074,0.0002,0.148,0,0,0,0,0
396,1fd8ebea777451d00074265c03205fa7,good,0,,0.0108,0.1481,600,,0.0006,0.1472,0.3529,0.1604,0.023,0.0,0.1472,0.0596,0.0003,0.1192,0,0,0,0,0
397,9c5d21d00e73960f4f105cd42d4cca21,good,0,,0.0994,0.1481,600,误杀FP,0.023,0.0824,0.2344,0.1978,0.1824,0.018,0.0824,0.1114,0.0067,0.2227,0,0,0,0,0
398,065776cae29d50be1218c806d580af5e,good,0,,0.0,0.1481,600,,0.0006,0.0913,0.2344,0.2037,0.0067,0.0,0.0913,0.0665,0.0009,0.133,0,0,0,0,0
399,1b9718d5336e8d1089852c3b1b2f02d3,bad,1,"不合理的物体, 帧跳变",0.0361,0.1481,600,漏检FN,0.0032,0.1745,0.3257,0.2387,0.1192,0.0086,0.1745,0.0426,0.0001,0.0851,1,0,1,0,0
400,08e4cff312e6d5b0b4c927b677fe347e,good,0,,0.311,0.1481,600,误杀FP,0.0141,0.0478,0.3112,0.1009,0.148,0.0,0.0478,0.0665,0.0002,0.133,0,0,0,0,0
401,04f572c7a7b1d44dd5f953eb230dde37,bad,1,物理规律,0.0207,0.1481,600,漏检FN,0.0001,0.1226,0.2963,0.1889,0.0009,0.0002,0.1226,0.1345,0.0001,0.2689,0,0,0,1,0
402,ce3918308e8051e85279fdcbce1b4a81,good,0,,0.2161,0.1481,600,误杀FP,0.0006,0.1888,0.2811,0.1225,0.0052,0.0,0.1888,0.074,0.0009,0.148,0,0,0,0,0
403,142bedff6ac8ee418e0b4a8642722cf5,good,0,,0.0307,0.1481,600,,0.0141,0.031,0.2811,0.0665,0.0953,0.0001,0.031,0.0477,0.0006,0.0953,0,0,0,0,0
404,8451e79c73544269a9d532bc83067156,good,0,,0.0036,0.1481,600,,0.0001,0.2345,0.3396,0.2656,0.0067,0.0,0.2345,0.0823,0.0,0.1645,0,0,0,0,0
405,64ee1e9a426d7d9a54ca560c608d0c6b,bad,1,还原度,0.0141,0.1481,600,漏检FN,0.0002,0.1744,0.2656,0.2501,0.0019,0.0001,0.1744,0.074,0.0002,0.148,0,0,0,0,1
406,f3f3f8784ad6793421523cbde362dd5d,good,0,,0.0098,0.1481,600,,0.0001,0.0536,0.2963,0.1345,0.0052,0.0001,0.0536,0.0426,0.0003,0.0851,0,0,0,0,0
407,bdf8213420402168930b34ff8c9bc31d,good,0,,0.0199,0.1481,600,,0.0052,0.0742,0.3113,0.1476,0.0601,0.0009,0.0742,0.0596,0.0001,0.1192,0,0,0,0,0
