filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
base-props__9161487675b9294bb3a885ec183ef372cb601cf9__爆炸菇（爆炸后）__v577__coffee__1fac04fd__c0.mp4,bad,还原度,base-props,9161487675b9294bb3a885ec183ef372cb601cf9,none,,,
base-noprop__746da3c174acbb5da8858bffe05b68335dae3406__炸虾菇__v0__c02853d7__c0.mp4,bad,还原度,base-noprop,746da3c174acbb5da8858bffe05b68335dae3406,exact,746da3c174acbb5da8858bffe05b68335dae3406__炸虾菇__v0__c02853d7__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__毒蘑菇__v1517__glasses__64600409__c0.mp4,bad,僵硬;四肢不动,exact-r1,f11cad00ba6f8dcd0db7e9dfcdef26e58638052e,exact,f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__毒蘑菇__v1517__glasses__64600409__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__fbc6cc3e6f358627d84bb3511700ab79cfb3a214__爆炸菇（爆炸前）__v1587__bubble__942f9369__c0.mp4,bad,还原度;物理规律,exact-r1,fbc6cc3e6f358627d84bb3511700ab79cfb3a214,exact,fbc6cc3e6f358627d84bb3511700ab79cfb3a214__爆炸菇（爆炸前）__v1587__bubble__942f9369__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__34b54af8a5899c7c22353eaac7f1689280af08bd__爆炸菇（爆炸后）__v350__coffee__49e9409c__c0.mp4,bad,还原度;卡顿/少活人感,exact-r1,34b54af8a5899c7c22353eaac7f1689280af08bd,exact,34b54af8a5899c7c22353eaac7f1689280af08bd__爆炸菇（爆炸后）__v350__coffee__49e9409c__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__7bbc9c358d454f3c1ceed7e6ea827dd046ac387a__炸虾菇__v770__glasses__7907da6c__c0.mp4,bad,还原度,exact-r1,7bbc9c358d454f3c1ceed7e6ea827dd046ac387a,exact,7bbc9c358d454f3c1ceed7e6ea827dd046ac387a__炸虾菇__v770__glasses__7907da6c__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__93cc4475cf0b1f25f9c50b862890b75be78a9117__汉堡菇__v590__coffee__8a5d7974__c0.mp4,bad,衣服/身体的时间一致性,base-props,93cc4475cf0b1f25f9c50b862890b75be78a9117,none,,,
exact-r2__eef6582250281f857a30d36d3c833cdc382e7548__汉堡菇__v1499__bubble__7c8ac50f__c0.mp4,bad,大小变化;不合理的物体;物理规律,exact-r2,eef6582250281f857a30d36d3c833cdc382e7548,exact,eef6582250281f857a30d36d3c833cdc382e7548__汉堡菇__v1499__bubble__7c8ac50f__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__2542b9c5635f6f39a49c3380e72384f78fd1c0d8__炸虾菇__v238__eyemask__d9177803__c0.mp4,bad,不合理的物体,exact-r2,2542b9c5635f6f39a49c3380e72384f78fd1c0d8,exact,2542b9c5635f6f39a49c3380e72384f78fd1c0d8__炸虾菇__v238__eyemask__d9177803__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__e9b94ecc359c2f277ccefaf7095c17b14b261bcc__炸虾菇__v909__glasses__5feb0285__c0.mp4,bad,不属于以上;还原度,generic,e9b94ecc359c2f277ccefaf7095c17b14b261bcc,source_only,e9b94ecc359c2f277ccefaf7095c17b14b261bcc__TUPV6003__v909__flag__3b654c83__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
generic__a72599b49c4b660f3e5b470ed5a8d66283fa20c5__汉堡菇__v676__eyemask__5aabc100__c0.mp4,normal,,generic,a72599b49c4b660f3e5b470ed5a8d66283fa20c5,source_only,a72599b49c4b660f3e5b470ed5a8d66283fa20c5__TUPV6002__v676__crown__7d754866__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__d2f00eb058f9ce3ba98cf2152e90a803a48e4864__炸虾菇__v1307__crown__79805e5c__c0.mp4,normal,,exact-r1,d2f00eb058f9ce3ba98cf2152e90a803a48e4864,exact,d2f00eb058f9ce3ba98cf2152e90a803a48e4864__炸虾菇__v1307__crown__79805e5c__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__d002e5583f41453bb83d542e6e3c5c3cb84670c8__蘑菇力__v1292__bubble__eaf7d752__c0.mp4,bad,卡顿/少活人感;不属于以上,exact-r2,d002e5583f41453bb83d542e6e3c5c3cb84670c8,exact,d002e5583f41453bb83d542e6e3c5c3cb84670c8__蘑菇力__v1292__bubble__eaf7d752__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__fa895dd3bc8c19e16913e0bfdac80c37eee8f48d__爆炸菇（爆炸前）__v1580__bubble__5076be28__c0.mp4,bad,不属于以上,exact-r1,fa895dd3bc8c19e16913e0bfdac80c37eee8f48d,exact,fa895dd3bc8c19e16913e0bfdac80c37eee8f48d__爆炸菇（爆炸前）__v1580__bubble__5076be28__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7__炸虾菇__v1354__flag__e2ba55a4__c0.mp4,bad,首帧一致;还原度,exact-r1,d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7,exact,d8ebb40a2bf7371ffc294d56cd2cf23f8c8e7ae7__炸虾菇__v1354__flag__e2ba55a4__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__5309b5b3623be09af91500fec7ff1ea85ea1fd9e__吐司菇__v519__coffee__4483e077__c0.mp4,bad,还原度,exact-r2,5309b5b3623be09af91500fec7ff1ea85ea1fd9e,exact,5309b5b3623be09af91500fec7ff1ea85ea1fd9e__吐司菇__v519__coffee__4483e077__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__33159c17b1b4cc97be3acad43a606bfdc0461807__爆炸菇（爆炸前）__v0__16f6b2cf__c0.mp4,bad,衣服/身体的时间一致性,base-noprop,33159c17b1b4cc97be3acad43a606bfdc0461807,source_only,33159c17b1b4cc97be3acad43a606bfdc0461807__甜品__v0__72663b26__c0,tutu-insert-sft-0709,bad
base-noprop__55b63d472e9f15d5bcd1f672b7144ce1726da2f2__爆炸菇（爆炸前）__v0__59d095a4__c0.mp4,normal,,base-noprop,55b63d472e9f15d5bcd1f672b7144ce1726da2f2,source_only,55b63d472e9f15d5bcd1f672b7144ce1726da2f2__占卜__v0__f247a774__c0,tutu-insert-sft-0709,bad
exact-r1__ef3bed0365ebd4b143e559e9f65fdd3902b7cb46__爆炸菇（爆炸前）__v1501__scooter__163de21a__c0.mp4,bad,物理规律,exact-r1,ef3bed0365ebd4b143e559e9f65fdd3902b7cb46,exact,ef3bed0365ebd4b143e559e9f65fdd3902b7cb46__爆炸菇（爆炸前）__v1501__scooter__163de21a__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__b362aa39df3475305cfa9e011880de6337fbfc66__爆炸菇（爆炸后）__v0__1aa9dadb__c0.mp4,bad,衣服/身体的时间一致性,base-noprop,b362aa39df3475305cfa9e011880de6337fbfc66,exact,b362aa39df3475305cfa9e011880de6337fbfc66__爆炸菇（爆炸后）__v0__1aa9dadb__c0,sku-2.0-noprop-merged-0721,normal
exact-r2__5e7b79559f6cc44daddac102e8d214b2aa09cd33__炸虾菇__v591__coffee__6014f87c__c0.mp4,bad,衣服/身体的时间一致性,exact-r2,5e7b79559f6cc44daddac102e8d214b2aa09cd33,exact,5e7b79559f6cc44daddac102e8d214b2aa09cd33__炸虾菇__v591__coffee__6014f87c__c0,sku-2.0-props-matrix-untriggered-0728,normal
generic__36be73a15cf37206fd7e42ba1a164bb08d4ac477__粽子菇__v192__eyemask__a30556fd__c0.mp4,bad,还原度,generic,36be73a15cf37206fd7e42ba1a164bb08d4ac477,source_only,36be73a15cf37206fd7e42ba1a164bb08d4ac477__占卜__v192__crown__cbd85591__c0,sku-1.1-party-props-matrix-untriggered-0731,normal
base-noprop__51be5b142d9021a3c446702d354fabdf42630fa9__吐司菇__v0__865f9652__c0.mp4,bad,还原度,base-noprop,51be5b142d9021a3c446702d354fabdf42630fa9,exact,51be5b142d9021a3c446702d354fabdf42630fa9__吐司菇__v0__865f9652__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__6fe20e2fef23842efac23fc9d37968e3342aa84b__汉堡菇__v709__coffee__de61ba80__c0.mp4,normal,,exact-r1,6fe20e2fef23842efac23fc9d37968e3342aa84b,exact,6fe20e2fef23842efac23fc9d37968e3342aa84b__汉堡菇__v709__coffee__de61ba80__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__7d7630861f0f92a7a3103fc3527dbadc1c0cdc15__爆炸菇（爆炸前）__v0__d33c8c20__c0.mp4,bad,物理规律,base-noprop,7d7630861f0f92a7a3103fc3527dbadc1c0cdc15,source_only,7d7630861f0f92a7a3103fc3527dbadc1c0cdc15__海滩__v0__2f4f6390__c0,tutu-insert-sft-0709,bad
generic__5fb311357441af70b6b5eaa1482d7a943ed2f0ac__爆炸菇（爆炸前）__v362__flag__46fe29b1__c0.mp4,normal,,generic,5fb311357441af70b6b5eaa1482d7a943ed2f0ac,none,,,
exact-r2__f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b__毒蘑菇__v1512__glasses__f866fd2d__c0.mp4,bad,还原度;不属于以上,exact-r2,f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b,exact,f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b__毒蘑菇__v1512__glasses__f866fd2d__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__b2678863871b99530ba9e74fef126b3d90508f99__爆炸菇（爆炸前）__v712__glasses__aeeab5ab__c0.mp4,bad,还原度;不属于以上,generic,b2678863871b99530ba9e74fef126b3d90508f99,source_only,b2678863871b99530ba9e74fef126b3d90508f99__TUPV6002__v712__coffee__37565826__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
exact-r1__bcff16b3ae281c25ac9b572e2d40114a81b50a5b__爆炸菇（爆炸后）__v1180__bubble__54ee6d6e__c0.mp4,bad,不属于以上,exact-r1,bcff16b3ae281c25ac9b572e2d40114a81b50a5b,exact,bcff16b3ae281c25ac9b572e2d40114a81b50a5b__爆炸菇（爆炸后）__v1180__bubble__54ee6d6e__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__612d49f90c5839a0aeee3644992dde5a2e25df17__爆炸菇（爆炸前）__v370__flag__44b9d3da__c0.mp4,bad,衣服/身体的时间一致性;还原度,generic,612d49f90c5839a0aeee3644992dde5a2e25df17,source_only,612d49f90c5839a0aeee3644992dde5a2e25df17__TUPV6005__v370__coffee__c38b4933__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__4691ed1843f8b20fbb9d94d74fa655f6e6d960bb__吐司菇__v447__bubble__317c9c87__c0.mp4,bad,还原度,exact-r2,4691ed1843f8b20fbb9d94d74fa655f6e6d960bb,exact,4691ed1843f8b20fbb9d94d74fa655f6e6d960bb__吐司菇__v447__bubble__317c9c87__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__da845ee71f9cb9c51804ea9e81d440cd088d2805__汉堡菇__v845__bubble__4b8aea7d__c0.mp4,bad,还原度;不属于以上,generic,da845ee71f9cb9c51804ea9e81d440cd088d2805,none,,,
exact-r2__9044b5fe347fe94eb12e9b0ec747bbc7165f78c0__粽子菇__v896__crown__e3d35b47__c0.mp4,bad,不属于以上;还原度,exact-r2,9044b5fe347fe94eb12e9b0ec747bbc7165f78c0,exact,9044b5fe347fe94eb12e9b0ec747bbc7165f78c0__粽子菇__v896__crown__e3d35b47__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__b2d3b11f7cc10d19163a3940e12f64f147409d54__粽子菇__v713__flag__5f4b5c50__c0.mp4,bad,还原度,base-props,b2d3b11f7cc10d19163a3940e12f64f147409d54,source_only,b2d3b11f7cc10d19163a3940e12f64f147409d54__占卜__v713__glasses__294f6add__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
base-noprop__13eda229e23f72de63829ca2a162c20a3b56bf44__吐司菇__v0__64ac0378__c0.mp4,bad,大小变化;物理规律;还原度,base-noprop,13eda229e23f72de63829ca2a162c20a3b56bf44,source_only,13eda229e23f72de63829ca2a162c20a3b56bf44__TUPV6004__v0__8a94d367__c0,sku-1.0-daily-noprop-0802,bad
base-props__30b4282f1742fb0fb6e237b3bacf4fb43522adf0__蘑菇力__v173__crown__17f1e4ea__c0.mp4,bad,不属于以上,base-props,30b4282f1742fb0fb6e237b3bacf4fb43522adf0,source_only,30b4282f1742fb0fb6e237b3bacf4fb43522adf0__TUPV6005__v173__eyemask__a06959ab__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-props__6347b4fdacef12020e4808533f7022e254119900__吐司菇__v376__glasses__2acf789a__c0.mp4,bad,还原度,base-props,6347b4fdacef12020e4808533f7022e254119900,source_only,6347b4fdacef12020e4808533f7022e254119900__base__v376__glasses__0eda7a6e__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__6dd3305af84339168c5003d4bf2d991700333485__吐司菇__v699__flag__5a52fed1__c0.mp4,bad,还原度,exact-r2,6dd3305af84339168c5003d4bf2d991700333485,exact,6dd3305af84339168c5003d4bf2d991700333485__吐司菇__v699__flag__5a52fed1__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__7595de653201daf792ae964617d76e0bd71d2d72__爆炸菇（爆炸前）__v736__eyemask__52c3ff56__c0.mp4,bad,还原度,exact-r2,7595de653201daf792ae964617d76e0bd71d2d72,exact,7595de653201daf792ae964617d76e0bd71d2d72__爆炸菇（爆炸前）__v736__eyemask__52c3ff56__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__923dbea1c7a98f5a1ad632836be7e11ba23c900a__粽子菇__v906__crown__27970c94__c0.mp4,good,,exact-r2,923dbea1c7a98f5a1ad632836be7e11ba23c900a,exact,923dbea1c7a98f5a1ad632836be7e11ba23c900a__粽子菇__v906__crown__27970c94__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__16eade7b0e21611f64303c64853bbd35f887019e__爆炸菇（爆炸前）__v147__glasses__a5e6108f__c0.mp4,bad,还原度;僵硬;卡顿/少活人感;帧跳变,exact-r2,16eade7b0e21611f64303c64853bbd35f887019e,exact,16eade7b0e21611f64303c64853bbd35f887019e__爆炸菇（爆炸前）__v147__glasses__a5e6108f__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__938e01d47782dafc5547713c187bfbca30a0ae08__爆炸菇（爆炸后）__v589__coffee__38b5420d__c0.mp4,bad,不属于以上,generic,938e01d47782dafc5547713c187bfbca30a0ae08,none,,,
generic__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__炸虾菇__v75__crown__25e13e4c__c0.mp4,bad,不属于以上,generic,152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29,source_only,152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__TUPV6005__v0__7b281fcc__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__63906d5df56c7aab4ab721f0d0f9233c71af9c5f__爆炸菇（爆炸后）__v626__scooter__3e4bbfb7__c0.mp4,bad,还原度,exact-r2,63906d5df56c7aab4ab721f0d0f9233c71af9c5f,exact,63906d5df56c7aab4ab721f0d0f9233c71af9c5f__爆炸菇（爆炸后）__v626__scooter__3e4bbfb7__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__3439d330fea594468c348215407f915d09361ffb__蘑菇力__v346__scooter__8ffda2ef__c0.mp4,bad,衣服/身体的时间一致性;大小变化,exact-r2,3439d330fea594468c348215407f915d09361ffb,exact,3439d330fea594468c348215407f915d09361ffb__蘑菇力__v346__scooter__8ffda2ef__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__9913e00ce076c968bc96c617de2d2d16bf2971d3__毒蘑菇__v622__crown__7885a7b0__c0.mp4,bad,还原度,base-props,9913e00ce076c968bc96c617de2d2d16bf2971d3,none,,,
exact-r1__02eb6b820c7a80e2762b30d738e5e874870367d4__爆炸菇（爆炸后）__v21__eyemask__6453077e__c0.mp4,bad,还原度,exact-r1,02eb6b820c7a80e2762b30d738e5e874870367d4,exact,02eb6b820c7a80e2762b30d738e5e874870367d4__爆炸菇（爆炸后）__v21__eyemask__6453077e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__b68bd790b0276728d5b0df42061a7a6cb4e51370__毒蘑菇__v1135__crown__27f578bc__c0.mp4,bad,大小变化,exact-r2,b68bd790b0276728d5b0df42061a7a6cb4e51370,exact,b68bd790b0276728d5b0df42061a7a6cb4e51370__毒蘑菇__v1135__crown__27f578bc__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__4f2c68a04c7fdb73063336d8553dc1cd8687e038__汉堡菇__v289__crown__3b0f189a__c0.mp4,bad,不属于以上,generic,4f2c68a04c7fdb73063336d8553dc1cd8687e038,source_only,4f2c68a04c7fdb73063336d8553dc1cd8687e038__TUPV6007__v289__eyemask__64a3fca8__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__6c56d3daf3ea520dfddd0fa0928d5ae2eebb4661__汉堡菇__v691__coffee__599a3d62__c0.mp4,bad,帧跳变;大小变化;首帧一致,exact-r2,6c56d3daf3ea520dfddd0fa0928d5ae2eebb4661,exact,6c56d3daf3ea520dfddd0fa0928d5ae2eebb4661__汉堡菇__v691__coffee__599a3d62__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__08447ead47d19cdf9b918908077ea735b8029732__汉堡菇__v0__096129c7__c0.mp4,good,,base-noprop,08447ead47d19cdf9b918908077ea735b8029732,exact,08447ead47d19cdf9b918908077ea735b8029732__汉堡菇__v0__096129c7__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__06b0fe368708d4dd8bc44a345d0c8a6765e4dd6e__毒蘑菇__v0__071da0d8__c0.mp4,good,,base-noprop,06b0fe368708d4dd8bc44a345d0c8a6765e4dd6e,source_only,06b0fe368708d4dd8bc44a345d0c8a6765e4dd6e__TUPV6004__v0__ec5d12a3__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__19c06779695d253483fe999e0232467a7bbc4669__炸虾菇__v0__3b04dfbf__c0.mp4,good,,base-noprop,19c06779695d253483fe999e0232467a7bbc4669,exact,19c06779695d253483fe999e0232467a7bbc4669__炸虾菇__v0__3b04dfbf__c0,sku-2.0-noprop-merged-0721,good
base-noprop__0d8ae407bd2be6cbaf00e2bc407478bbc70e81c2__毒蘑菇__v0__377987ca__c0.mp4,good,,base-noprop,0d8ae407bd2be6cbaf00e2bc407478bbc70e81c2,source_only,0d8ae407bd2be6cbaf00e2bc407478bbc70e81c2__TUPV6005__v0__a9c12811__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__36eb6a2b312cae414c0f305a4fd633fb23cd8654__吐司菇__v0__c97ca202__c0.mp4,good,,base-noprop,36eb6a2b312cae414c0f305a4fd633fb23cd8654,source_only,36eb6a2b312cae414c0f305a4fd633fb23cd8654__占卜__v193__crown__e6cb16e3__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
exact-r1__b50d470f960d4825813995dc5d495f18601920dc__炸虾菇__v1119__bubble__a58b7a00__c0.mp4,normal,,exact-r1,b50d470f960d4825813995dc5d495f18601920dc,exact,b50d470f960d4825813995dc5d495f18601920dc__炸虾菇__v1119__bubble__a58b7a00__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__11126af44460c58b95d533978e0cf55f002fe629__炸虾菇__v66__crown__135b2c59__c0.mp4,bad,不属于以上,base-props,11126af44460c58b95d533978e0cf55f002fe629,source_only,11126af44460c58b95d533978e0cf55f002fe629__TUPV6003__v0__71867118__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__94bc06d5bc92583f73830b10dc04994d67cef4b4__汉堡菇__v926__crown__b9235215__c0.mp4,normal,,exact-r2,94bc06d5bc92583f73830b10dc04994d67cef4b4,exact,94bc06d5bc92583f73830b10dc04994d67cef4b4__汉堡菇__v926__crown__b9235215__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__924031cbf126b245cf9afc8c24e5945a1e2524ab__粽子菇__v907__crown__f744010f__c0.mp4,good,,exact-r1,924031cbf126b245cf9afc8c24e5945a1e2524ab,exact,924031cbf126b245cf9afc8c24e5945a1e2524ab__粽子菇__v907__crown__f744010f__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-props__e011acdfa772be70a370c32cc68bd1d67b47e245__爆炸菇（爆炸后）__v877__scooter__becb1965__c0.mp4,bad,大小变化,base-props,e011acdfa772be70a370c32cc68bd1d67b47e245,none,,,
generic__c3b08e101b5779ce9c44080f96c8fbe863833c5e__炸虾菇__v770__eyemask__e40dbc9b__c0.mp4,bad,还原度,generic,c3b08e101b5779ce9c44080f96c8fbe863833c5e,none,,,
base-noprop__04febc3ea3e866abdf75b3fab9b881e8f80a980a__汉堡菇__v0__ce7851e5__c0.mp4,good,,base-noprop,04febc3ea3e866abdf75b3fab9b881e8f80a980a,exact,04febc3ea3e866abdf75b3fab9b881e8f80a980a__汉堡菇__v0__ce7851e5__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__3f2b9963b32e8779b33756a182ccea735aad5b89__毒蘑菇__v0__72c317bd__c0.mp4,good,,base-noprop,3f2b9963b32e8779b33756a182ccea735aad5b89,exact,3f2b9963b32e8779b33756a182ccea735aad5b89__毒蘑菇__v0__72c317bd__c0,sku-2.0-noprop-merged-0721,good
generic__50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001__汉堡菇__v299__crown__af1e681c__c0.mp4,good,,generic,50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001,source_only,50ee01d3a21af2295c697ffe0dcc9d0e2bd3a001__TUPV6003__v299__eyemask__3b48c381__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__930af50238c37ebaf442e48b5cf1fdd56a6c5adb__粽子菇__v0__f5d08145__c0.mp4,bad,还原度,base-noprop,930af50238c37ebaf442e48b5cf1fdd56a6c5adb,source_only,930af50238c37ebaf442e48b5cf1fdd56a6c5adb__汉堡菇__v0__3b72956b__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__55c78bf255f3a7b815fa63ec2b487f670c474c05__汉堡菇__v544__scooter__f9fb3109__c0.mp4,normal,,exact-r1,55c78bf255f3a7b815fa63ec2b487f670c474c05,exact,55c78bf255f3a7b815fa63ec2b487f670c474c05__汉堡菇__v544__scooter__f9fb3109__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__c39c1f9a7737ec2bce1e203f09f772557f7229c4__爆炸菇（爆炸前）__v1223__coffee__4cdd0ec2__c0.mp4,bad,还原度,exact-r1,c39c1f9a7737ec2bce1e203f09f772557f7229c4,exact,c39c1f9a7737ec2bce1e203f09f772557f7229c4__爆炸菇（爆炸前）__v1223__coffee__4cdd0ec2__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__4d17fcfde00cb2ae6b544f6fb2233f9c5e1c98bb__毒蘑菇__v0__157f185e__c0.mp4,good,,base-noprop,4d17fcfde00cb2ae6b544f6fb2233f9c5e1c98bb,exact,4d17fcfde00cb2ae6b544f6fb2233f9c5e1c98bb__毒蘑菇__v0__157f185e__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__37cf5b3121da345790097e2efc56911fb8dea3af__粽子菇__v364__flag__fb092b3e__c0.mp4,bad,还原度,exact-r2,37cf5b3121da345790097e2efc56911fb8dea3af,exact,37cf5b3121da345790097e2efc56911fb8dea3af__粽子菇__v364__flag__fb092b3e__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__b281dc2a1f8e99821ca80a015d7a15c12c8925f9__炸虾菇__v0__a2c78121__c0.mp4,bad,还原度,base-noprop,b281dc2a1f8e99821ca80a015d7a15c12c8925f9,exact,b281dc2a1f8e99821ca80a015d7a15c12c8925f9__炸虾菇__v0__a2c78121__c0,sku-2.0-noprop-merged-0721,bad
generic__546296f7917ec182336f629d3d0c02436cb741ca__吐司菇__v315__coffee__948b91c9__c0.mp4,bad,不属于以上,generic,546296f7917ec182336f629d3d0c02436cb741ca,source_only,546296f7917ec182336f629d3d0c02436cb741ca__TUPV6007__v315__flag__078e6ef1__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
base-noprop__4cb113661e22673b72a3e13f60cc0f8202bd9de8__吐司菇__v0__e9ee2df5__c0.mp4,good,,base-noprop,4cb113661e22673b72a3e13f60cc0f8202bd9de8,exact,4cb113661e22673b72a3e13f60cc0f8202bd9de8__吐司菇__v0__e9ee2df5__c0,sku-2.0-noprop-merged-0721,bad
generic__b166561176afda3a52cc9957753e6b2a097c6778__粽子菇__v708__flag__6c9c8153__c0.mp4,bad,还原度,generic,b166561176afda3a52cc9957753e6b2a097c6778,source_only,b166561176afda3a52cc9957753e6b2a097c6778__TUPV6002__v708__coffee__5a0a06af__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__eda6528f2e08aaadb4cc84f8c996eac073cc3a6a__汉堡菇__v1494__bubble__bd0adbc6__c0.mp4,bad,静止不动;僵硬,exact-r1,eda6528f2e08aaadb4cc84f8c996eac073cc3a6a,exact,eda6528f2e08aaadb4cc84f8c996eac073cc3a6a__汉堡菇__v1494__bubble__bd0adbc6__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-props__068f87e6d8c098db1a68eaff2a959baa9dd07959__粽子菇__v24__coffee__cd2a73a3__c0.mp4,bad,还原度;不属于以上,base-props,068f87e6d8c098db1a68eaff2a959baa9dd07959,source_only,068f87e6d8c098db1a68eaff2a959baa9dd07959__TUPV6005__v0__01f09d0f__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__46fdb8adba853657fade52d259f8ee4cb1b28dde__爆炸菇（爆炸后）__v451__glasses__c87c68d3__c0.mp4,bad,卡顿/少活人感;僵硬;不属于以上,exact-r2,46fdb8adba853657fade52d259f8ee4cb1b28dde,exact,46fdb8adba853657fade52d259f8ee4cb1b28dde__爆炸菇（爆炸后）__v451__glasses__c87c68d3__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__c884f9c5b1342e1e182de98d0015811298454d88__炸虾菇__v0__189e57f5__c0.mp4,bad,帧跳变;不合理的物体;大小变化,base-noprop,c884f9c5b1342e1e182de98d0015811298454d88,source_only,c884f9c5b1342e1e182de98d0015811298454d88__花花__v0__50aaf0bc__c0,tutu-insert-sft-0709,good
base-props__567f0abcb0cf6a5bcee6cad1571c9b7164cd9790__蘑菇力__v327__eyemask__70ecb658__c0.mp4,bad,还原度,base-props,567f0abcb0cf6a5bcee6cad1571c9b7164cd9790,source_only,567f0abcb0cf6a5bcee6cad1571c9b7164cd9790__TUPV6007__v327__glasses__c2517435__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__cf74c350c79d0b0215dc7dda7d44e9eb626b6204__蘑菇力__v1289__bubble__ed3d7cd2__c0.mp4,bad,不属于以上,exact-r1,cf74c350c79d0b0215dc7dda7d44e9eb626b6204,exact,cf74c350c79d0b0215dc7dda7d44e9eb626b6204__蘑菇力__v1289__bubble__ed3d7cd2__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__4de2aa1e433a559a98b48c7eccf7684f044f0cc9__毒蘑菇__v0__41b5cc15__c0.mp4,good,,base-noprop,4de2aa1e433a559a98b48c7eccf7684f044f0cc9,exact,4de2aa1e433a559a98b48c7eccf7684f044f0cc9__毒蘑菇__v0__41b5cc15__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__691bb9a71d598e287cbef46044bd6aef8fa79960__粽子菇__v0__b0bc1b99__c0.mp4,bad,大小变化;还原度,base-noprop,691bb9a71d598e287cbef46044bd6aef8fa79960,source_only,691bb9a71d598e287cbef46044bd6aef8fa79960__花花__v0__0d6cb7b5__c0,tutu-insert-sft-0709,bad
